anuncio/propriedade,tipo,CÓDIGO,FREGUESIA,CONCELHO,DISTRITO,area(m²),valor renda(€/mes)
T4 Avenidas Novas,Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,215.0,4000
Apartamento T1 Espaçoso com Terraço Ensolarado junto ao Marquês de Pom,Apartamento,110666,SANTO ANTONIO,LISBOA,LISBOA,40.0,4000
Para arrendar : Apartamento T4+1 escritório ao lado do Rato com 150m2,Apartamento,110659,CAMPO DE OURIQUE,LISBOA,LISBOA,150.0,4000
Apartamento T3 para arrendamento,Apartamento,131217,CEDOFEITA,PORTO,PORTO,105.0,1600
Apartamento T1 para arrendamento,Apartamento,150313,CAPARICA,ALMADA,SETUBAL,57.1,900
Apartamento T1 para arrendamento,Apartamento,131701,ARCOZELO,VILA NOVA DE GAIA,PORTO,63.0,830
Apartamento T4 para arrendamento,Apartamento,110656,ARROIOS,LISBOA,LISBOA,120.0,2500
Apartamento T2 para arrendamento,Apartamento,110610,CAMPOLIDE,LISBOA,LISBOA,72.0,1400
Apartamento T1 para arrendamento,Apartamento,60520,BUARCOS,FIGUEIRA DA FOZ,COIMBRA,40.0,450
Apartamento T3 para arrendamento,Apartamento,60520,BUARCOS,FIGUEIRA DA FOZ,COIMBRA,80.0,800
Apartamento T2 para arrendamento,Apartamento,151005,CORROIOS,SEIXAL,SETUBAL,100.0,1100
Apartamento T1 para arrendamento,Apartamento,60520,BUARCOS,FIGUEIRA DA FOZ,COIMBRA,50.0,550
T2 Condomínio FÁBRICA 1921,Apartamento,110608,BENFICA,LISBOA,LISBOA,83.0,4000
Apartamento T1 para arrendamento na prestigiada Rua Casti...,Apartamento,110666,SANTO ANTONIO,LISBOA,LISBOA,71.0,4000
Arrenda-se apartamento T4 + 1 em Belém,Apartamento,110658,BELEM,LISBOA,LISBOA,127.0,4000
Moradia T4 Mobilada junto ao Oeiraspark e acesso A5,Moradia,111014,OEIRAS,OEIRAS,LISBOA,300.0,4000
Apartamento T1 para arrendamento,Apartamento,150201,ALCOCHETE,ALCOCHETE,SETUBAL,40.0,900
Apartamento T2 para arrendamento,Apartamento,110654,ALVALADE,LISBOA,LISBOA,85.0,1750
Apartamento T3 para arrendamento,Apartamento,150410,BARREIRO,BARREIRO,SETUBAL,80.0,1250
Moradia T3 para arrendamento,Moradia,110506,SAO DOMINGOS DE RANA,CASCAIS,LISBOA,156.0,3900
Apartamento T1 Arrendamento Proximo Ponte Arrabida,Apartamento,131730,SANTA MARINHA,VILA NOVA DE GAIA,PORTO,57.0,850
Moradia T3 para arrendamento,Moradia,150314,CHARNECA DE CAPARICA,ALMADA,SETUBAL,180.0,2500
Apartamento T3 para arrendamento,Apartamento,81412,TAVIRA,TAVIRA,FARO,97.29,1600
Moradia T4 para arrendamento,Moradia,111009,PORTO SALVO,OEIRAS,LISBOA,228.0,3900
"Casa na natureza, com piscina, perto do rio douro para arrendamento",Moradia,10607,SANTA MARIA DE SARDOURA,CASTELO DE PAIVA,AVEIRO,500.0,650
MORADIA V4 ALMADA PARA ARRENDAMENTO -  Laranjeiro e Feijó - Vale Flore,Moradia,150315,LARANJEIRO,ALMADA,SETUBAL,144.0,4000
Apartamento T5 nas Avenidas Novas - 246 m2 - Avenida Visconde Valmor,Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,198.0,4000
T2 de Charme entre o Rato e o Jardim da Estrela,Apartamento,110659,CAMPO DE OURIQUE,LISBOA,LISBOA,129.0,4000
Apartamento T4 I Arrendamento I Areeiro,Apartamento,110655,AREEIRO,LISBOA,LISBOA,200.0,4000
Apartamento T4 para arrendamento,Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,216.0,4000
Moradia T4 para arrendamento,Moradia,111102,ALGUEIRAO-MEM MARTINS,SINTRA,LISBOA,247.0,4000
"Casa / Villa T4 em Lisboa de 180,00 m2",Moradia,110508,CASCAIS,CASCAIS,LISBOA,180.0,4000
Moradia em Cascais,Moradia,110508,CASCAIS,CASCAIS,LISBOA,180.0,4000
Apartamento T3 para arrendamento,Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,150.0,4000
"Moradia T3, perto da praia, em Vale do Lobo, Algarve",Moradia,80801,ALMANCIL,LOULE,FARO,125.0,4000
Apartamento T4 para arrendamento,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,130.0,3990
Apartamento T2 para arrendamento,Apartamento,110662,PARQUE DAS NACOES,LISBOA,LISBOA,118.0,2100
Moradia T4 para arrendamento,Moradia,100404,GOLPILHEIRA,BATALHA,LEIRIA,186.46,1250
Apartamento T1 para arrendamento,Apartamento,151005,CORROIOS,SEIXAL,SETUBAL,70.0,816
Apartamento T2 para arrendamento,Apartamento,110506,SAO DOMINGOS DE RANA,CASCAIS,LISBOA,103.0,2600
Apartamento T2 para arrendamento,Apartamento,131723,VILAR DE ANDORINHO,VILA NOVA DE GAIA,PORTO,106.0,950
Apartamento T2 na Ameixoeira,Apartamento,110664,SANTA CLARA,LISBOA,LISBOA,62.0,1000
Apartamento T2 para arrendamento,Apartamento,110656,ARROIOS,LISBOA,LISBOA,70.0,2500
Apartamento T3 para arrendamento,Apartamento,110662,PARQUE DAS NACOES,LISBOA,LISBOA,133.92,2800
Apartamento T3 para arrendamento,Apartamento,11006,GAFANHA DA NAZARE,ILHAVO,AVEIRO,98.4,1200
"Aluga-se T3 mobilado e equipado, com piscina e jardim",Apartamento,111128,SINTRA,SINTRA,LISBOA,160.0,3950
"PENTHOUSE T3, com vista frontal para o Rio Tejo na Expo Sul - MOBILADA",Apartamento,110662,PARQUE DAS NACOES,LISBOA,LISBOA,165.0,3950
!! Fantástico Excecional T4 Apartamento Centro da Cidade Lisboa,Apartamento,110666,SANTO ANTONIO,LISBOA,LISBOA,180.0,3950
Apartamento T4 para arrendamento,Apartamento,111512,ALFRAGIDE,AMADORA,LISBOA,177.7,3950
Apartamento T4 luxo no coração das Avenidas Novas,Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,145.0,3950
Apartamento T5 para arrendamento,Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,180.0,3900
Moradia T4 para arrendamento,Moradia,110202,ARRUDA DOS VINHOS,ARRUDA DOS VINHOS,LISBOA,260.0,2816
Moradia T3 para arrendamento,Moradia,131211,RAMALDE,PORTO,PORTO,179.4,2000
Apartamento T2 para arrendamento,Apartamento,111513,AGUAS LIVRES,AMADORA,LISBOA,88.0,1300
Apartamento T3 para arrendamento,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,111.0,2350
Apartamento T1 para arrendamento,Apartamento,110662,PARQUE DAS NACOES,LISBOA,LISBOA,68.0,1500
T4 Avenida Bessa,Apartamento,131211,RAMALDE,PORTO,PORTO,160.0,2150
"T2+1 Com Escritório, Centro Braga",Apartamento,311003,SAO VICENTE,SAO VICENTE,BRAGA,135.0,1500
Apartamento T4 no Edifício Domus no Restelo,Apartamento,110658,BELEM,LISBOA,LISBOA,196.0,3900
T3 em condomínio fechado com piscina,Apartamento,110726,MOSCAVIDE,LOURES,LISBOA,160.0,3900
Moradia T5 - zona nobre de Braga,Moradia,30377,NOGUEIRA,BRAGA,BRAGA,300.0,3900
Elegante moradia T4 em condominio com piscina para arrendar,Moradia,110508,CASCAIS,CASCAIS,LISBOA,176.0,3900
Apartamento T2 para arrendamento,Apartamento,110507,CARCAVELOS,CASCAIS,LISBOA,72.0,1800
Apartamento t2,Apartamento,151301,SINES,SINES,SETUBAL,105.0,1150
Moradia T1 rústica com espaço exterior e árvores  de frutos,Moradia,30923,SAO JOAO DE REI,POVOA DE LANHOSO,BRAGA,95.0,575
Apartamento T1 para arrendamento,Apartamento,110608,BENFICA,LISBOA,LISBOA,23.43,1000
T3 ENTRONCAMENTO 850€,Apartamento,141002,NOSSA SENHORA DE FATIMA,ENTRONCAMENTO,SANTAREM,112.0,850
Apartamento T4 com muito charme no Príncipe Real,Apartamento,110661,MISERICORDIA,LISBOA,LISBOA,113.75,3900
"Moradia T4 mais escritório , Fraião",Moradia,30377,NOGUEIRA,BRAGA,BRAGA,200.0,2000
Apartamento T2 em Lisboa,Apartamento,110665,SANTA MARIA MAIOR,LISBOA,LISBOA,136.0,3900
Apartamento novo com 130m2 e a estrear no condomínio Conde de Lima,Apartamento,110666,SANTO ANTONIO,LISBOA,LISBOA,130.0,3850
Apartamento em frente ao Casino Estoril . ( CF ),Apartamento,110508,CASCAIS,CASCAIS,LISBOA,110.0,3800
"Conforto em 130 m2, com vistas fabulosas, em Santos",Apartamento,110660,ESTRELA,LISBOA,LISBOA,130.0,3800
T2 no Chiado,Apartamento,110661,MISERICORDIA,LISBOA,LISBOA,150.0,2000
Apartment in Benfica,Apartamento,110608,BENFICA,LISBOA,LISBOA,31.0,1250
Apartamento em frente ao Casino Estoril ( ALM ),Apartamento,110508,CASCAIS,CASCAIS,LISBOA,110.0,3800
T3 vista panoramica e boas areas S. João Estoril remodelado equipado,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,150.0,1750
Moradia T5 para arrendamento,Moradia,111128,SINTRA,SINTRA,LISBOA,225.0,3800
Apartment in Benfica,Apartamento,110608,BENFICA,LISBOA,LISBOA,41.0,1520
Apartment in Benfica,Apartamento,110608,BENFICA,LISBOA,LISBOA,41.0,1510
Apartamento T4 para arrendamento,Apartamento,110658,BELEM,LISBOA,LISBOA,192.0,3800
Apartment in Benfica,Apartamento,110608,BENFICA,LISBOA,LISBOA,36.0,1250
"Moradia T3 com piscina, no Bom Sucesso Resort, Óbidos",Moradia,101207,VAU,OBIDOS,LEIRIA,185.0,3800
Arrendo moradia T4,Moradia,160752,ARCA,PONTE DE LIMA,VIANA DO CASTELO,300.0,1000
Furnished Apartment with views in Chiado,Apartamento,110665,SANTA MARIA MAIOR,LISBOA,LISBOA,169.0,3790
Aluga-se T1/0 em Gaia,Apartamento,131727,MAFAMUDE,VILA NOVA DE GAIA,PORTO,45.0,800
Apartamento Loft 24 T1 com terraço,Apartamento,110660,ESTRELA,LISBOA,LISBOA,105.0,2100
"Apartamento, 140 m², Cascais e Estoril",Apartamento,110508,CASCAIS,CASCAIS,LISBOA,140.0,3750
Apartamento T2 para arrendamento,Apartamento,30884,OLIVEIRA,GUIMARAES,BRAGA,111.4,1100
Apartamento T4 para arrendamento,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,173.0,3750
Apartamento T4 Moderno para arrendamento na RESTELO,Apartamento,110658,BELEM,LISBOA,LISBOA,210.0,3750
Moradia T4 para arrendamento,Moradia,150203,SAO FRANCISCO,ALCOCHETE,SETUBAL,168.0,3750
Belas Clube de Campo - Apartamento Arrendamento,Apartamento,111126,QUELUZ,SINTRA,LISBOA,217.0,3750
Apartamento T4 para arrendamento no Restelo.,Apartamento,110658,BELEM,LISBOA,LISBOA,197.0,3700
Apartamento T3 para arrendamento,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,143.0,3700
Apartamento t2+1,Apartamento,110659,CAMPO DE OURIQUE,LISBOA,LISBOA,79.0,1950
T2 C/Terraço,Apartamento,131704,CANIDELO,VILA NOVA DE GAIA,PORTO,93.0,1250
apatrtamento T1 perto do metro S. joão 2 meses para arrendamento,Apartamento,131210,PARANHOS,PORTO,PORTO,35.0,600
T1 Malveira - Rua 1º de Maio - novo a estrear com lugar de garagem,Apartamento,110921,MALVEIRA,MAFRA,LISBOA,60.0,800
"Apartamento T4 de sonho, no Restelo. Vista rio!",Apartamento,110658,BELEM,LISBOA,LISBOA,196.0,3700
"Fantástico T3 para arrendar no Lisbon Stone Block , Avenidas Novas",Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,142.0,3700
Moradia T4 para arrendamento,Moradia,110501,ALCABIDECHE,CASCAIS,LISBOA,218.0,3700
"Apartamento T3 com piscina, no Garrão, Almancil, Algarve",Apartamento,80801,ALMANCIL,LOULE,FARO,139.0,3700
T2 flat for rent in rua Bernardo Lima,Apartamento,110666,SANTO ANTONIO,LISBOA,LISBOA,106.0,3700
ARRENDAMENTO T4- EDIFÍCIO COMENDADOR (Leiria),Apartamento,100933,LEIRIA,LEIRIA,LEIRIA,278.0,3600
Arrendamento . Moradia T5 isolada em Sintra,Moradia,111128,SINTRA,SINTRA,LISBOA,160.0,3600
Apartamento T3 remodelado a estrear na Avenida General Roçadas,Apartamento,110663,PENHA DE FRANCA,LISBOA,LISBOA,82.0,1600
Apartamento T2 na Avenida General Roçadas totalmente remodelado e a es,Apartamento,110663,PENHA DE FRANCA,LISBOA,LISBOA,78.0,1400
Apartamento T3 - Arrendamento - Mira de Aire,Apartamento,101608,MIRA DE AIRE,PORTO DE MOS,LEIRIA,104.0,700
T1 remodelado em Pontinha,Apartamento,111608,PONTINHA,ODIVELAS,LISBOA,58.0,850
Apartamento T2 para arrendamento,Apartamento,111513,AGUAS LIVRES,AMADORA,LISBOA,80.0,900
T3 no Empreendimento Del Rey Residence com parqueamento e arrecadação,Apartamento,110119,ALENQUER,ALENQUER,LISBOA,84.0,1200
Apartamento T1 para arrendamento situado bem no coração d...,Apartamento,110661,MISERICORDIA,LISBOA,LISBOA,41.0,1500
T1 MOBILADO na Paiva Couceiro (Penha de França),Apartamento,110663,PENHA DE FRANCA,LISBOA,LISBOA,45.0,1400
Moradia T4 C/Piscina Cerro Azul ao ano,Moradia,81006,MONCARAPACHO,OLHAO,FARO,220.0,3600
Moradia T5 para arrendamento,Moradia,150804,QUINTA DO ANJO,PALMELA,SETUBAL,250.0,3600
Moradia T3 em Banda no Condomínio Fechado da Bela Vista -...,Moradia,111128,SINTRA,SINTRA,LISBOA,158.0,3600
Apartamento T4 no Edifício Comendador no centro de Leiria,Apartamento,100933,LEIRIA,LEIRIA,LEIRIA,278.8,3575
Apartamento T3 para Arrendamento - Cantareira - Porto,Apartamento,131216,ALDOAR,PORTO,PORTO,158.0,3500
Moradia em Cascais,Moradia,110501,ALCABIDECHE,CASCAIS,LISBOA,130.0,3500
Arrenda-se Moradia Mobilada - Fraião - Braga,Moradia,30377,NOGUEIRA,BRAGA,BRAGA,190.0,3500
T3 novo - próximo estação CP,Apartamento,30349,BRAGA,BRAGA,BRAGA,120.0,1000
Apartamento T3 Dublex Moderno com Jardim Privado!,Apartamento,110663,PENHA DE FRANCA,LISBOA,LISBOA,90.0,2400
"Arrenda-se T2 boas área, renovado com excelente localização.",Apartamento,130812,MATOSINHOS,MATOSINHOS,PORTO,93.0,1200
"Moradia T4 Bairro dos Músicos, Porto - Arrendamento",Moradia,131218,LORDELO DO OURO,PORTO,PORTO,194.8,2500
R VISCONDE JUROMENHA 5,Apartamento,110663,PENHA DE FRANCA,LISBOA,LISBOA,55.0,850
Apartamento T1 Moderno com Varanda!,Apartamento,110663,PENHA DE FRANCA,LISBOA,LISBOA,50.0,1350
Apartamento T3 num Condomínio Fechado com Piscina!,Apartamento,110507,CARCAVELOS,CASCAIS,LISBOA,138.0,2500
Apartamento T4 a estrear em Campo de Ourique,Apartamento,110659,CAMPO DE OURIQUE,LISBOA,LISBOA,130.0,3500
Excelente Moradia com Piscina | Albufeira | Algarve,Moradia,80106,ALBUFEIRA,ALBUFEIRA,FARO,219.0,3500
T3 Duplex | Vista Rio | 150 m2,Apartamento,131218,LORDELO DO OURO,PORTO,PORTO,150.0,3500
Moradia / Ferreira do Zêzere.,Moradia,141106,FERREIRA DO ZEZERE,FERREIRA DO ZEZERE,SANTAREM,200.0,3500
"Apartamento T2+2 duplex sem móveis, inserido em condomíni...",Apartamento,110508,CASCAIS,CASCAIS,LISBOA,108.0,3500
"Aluga-se T2 no luxuoso condomínio privado Foz Tejo , no Alto de Algés",Apartamento,111012,ALGES,OEIRAS,LISBOA,115.0,2450
"Apartamento T2, mobilado e equipado, centro de Aveiro",Apartamento,10517,GLORIA,AVEIRO,AVEIRO,70.0,920
Apartamento T1 totalmente renovado e mobilado - Chile Lisboa,Apartamento,110656,ARROIOS,LISBOA,LISBOA,43.0,1100
"T2 Remodelado com Garagem e Terraço, Santo Antonio Olivais, Coimbra",Apartamento,60318,SANTO ANTONIO DOS OLIVAIS,COIMBRA,COIMBRA,86.0,980
"Apartamento T1, Alcochete",Apartamento,150201,ALCOCHETE,ALCOCHETE,SETUBAL,58.0,1500
"Moradia T2 geminada, no centro de cascais",Moradia,110508,CASCAIS,CASCAIS,LISBOA,140.0,3000
Arrendamento de Apartamento T2 - Rua Lopes (4 meses),Apartamento,110663,PENHA DE FRANCA,LISBOA,LISBOA,100.0,1100
Apartamento T1 mobilado para arrendamento na Avenida da L...,Apartamento,110666,SANTO ANTONIO,LISBOA,LISBOA,90.0,3500
Moradia T4 - Arrendamento anual - piscina - jardim - barbecue - Albufe,Moradia,80104,FERREIRAS,ALBUFEIRA,FARO,319.0,3500
T2 para alugar em rua Senhora Gloria,Apartamento,311003,SAO VICENTE,SAO VICENTE,LISBOA,120.0,3500
Apartamento T3 para arrendamento,Apartamento,111610,RAMADA,ODIVELAS,LISBOA,153.0,3500
Apartamento T3 para arrendamento,Apartamento,111014,OEIRAS,OEIRAS,LISBOA,155.0,3500
Aluga-se apartamento T1,Apartamento,170358,SANTA CRUZ/TRINDADE,CHAVES,VILA REAL,70.0,400
Moradia t2 aluguer,Moradia,61003,CARAPINHEIRA,MONTEMOR-O-VELHO,COIMBRA,120.0,400
T1 em Zona Histórica perto do Palácio São Bento,Apartamento,110661,MISERICORDIA,LISBOA,LISBOA,59.0,1300
T1 remodelado com terraço para arrendamento na Rua Marques da Silva,Apartamento,110656,ARROIOS,LISBOA,LISBOA,53.0,1000
Apartamento para alugar em Refoios do Lima,Apartamento,160713,CALHEIROS,PONTE DE LIMA,VIANA DO CASTELO,50.0,400
Apartamento T3 Quinta da Graciosa,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,126.0,3500
Apartamento T3 renovado com parqueamento,Apartamento,110654,ALVALADE,LISBOA,LISBOA,140.0,3500
Apartamento T3 para arrendamento,Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,137.0,3500
MORADIA INDIVIDUAL C/ PISCINA EM V. N. FAMALICÃO,Moradia,31216,GAVIAO,VILA NOVA DE FAMALICAO,BRAGA,377.0,3500
T1 Estarreja Centro,Apartamento,10808,BEDUIDO,ESTARREJA,AVEIRO,50.0,650
R TEIXEIRA AGUILLAR 125,Apartamento,110507,CARCAVELOS,CASCAIS,LISBOA,92.0,1224
"Apartamento em Oeiras, Queijas",Apartamento,111013,CARNAXIDE,OEIRAS,LISBOA,79.0,980
"Apartamento em Sintra, São Marcos",Apartamento,111124,CACEM,SINTRA,LISBOA,89.0,895
"Apartamento em Barreiro, Alto do Seixalinho",Apartamento,150409,ALTO DO SEIXALINHO,BARREIRO,SETUBAL,98.0,650
"Apartamento em Olhão, Olhão",Apartamento,81003,OLHAO,OLHAO,FARO,116.0,640
Fantástico Apartamento T2+1 com Terraço Privado,Apartamento,110665,SANTA MARIA MAIOR,LISBOA,LISBOA,100.0,3500
"Apartamento em Sobral de Monte Agraço, Sapataria",Apartamento,111202,SAPATARIA,SOBRAL DE MONTE AGRACO,LISBOA,117.0,875
"Apartamento em Porto, Paranhos",Apartamento,131210,PARANHOS,PORTO,PORTO,77.0,870
"Apartamento em Alenquer, Santo Estêvão",Apartamento,110119,ALENQUER,ALENQUER,LISBOA,100.0,730
Apartamento T4 recuado para arrendamento no coração de Matosinhos Sul.,Apartamento,130812,MATOSINHOS,MATOSINHOS,PORTO,176.4,3500
"Apartamento em Vila Nova de Gaia, Oliveira do Douro",Apartamento,131712,OLIVEIRA DO DOURO,VILA NOVA DE GAIA,PORTO,131.0,870
Apartamento T3 para arrendamento,Apartamento,131730,SANTA MARINHA,VILA NOVA DE GAIA,PORTO,129.0,3500
"Apartamento em Vila Nova de Gaia, Oliveira do Douro",Apartamento,131712,OLIVEIRA DO DOURO,VILA NOVA DE GAIA,PORTO,108.0,940
Casa T3 a 15 minutos de Vila Real,Moradia,171433,CONSTANTIM,VILA REAL,VILA REAL,140.0,600
Apartamento T2 Santa Clara,Apartamento,60336,SANTA CLARA,COIMBRA,COIMBRA,78.0,850
"T1 Mobilado em Santa luzia, Paranhos Porto",Apartamento,131210,PARANHOS,PORTO,PORTO,65.0,850
T2 Avenida Dr Elísio de Moura/Solum,Apartamento,60318,SANTO ANTONIO DOS OLIVAIS,COIMBRA,COIMBRA,85.0,700
Arrendamento - Moradia Moderna T3 em Matarraque,Moradia,110506,SAO DOMINGOS DE RANA,CASCAIS,LISBOA,100.0,3500
Moradia de charme no Centro Histórico da Parede com Vista Mar e a 5 mi,Moradia,110507,CARCAVELOS,CASCAIS,LISBOA,112.0,3500
Apartamento T5 nas AVENIDAS NOVAS - AV. BARBOSA DU BOCAGE,Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,224.0,3500
Apartamento T3 Cais da Afurada em Vila Nova Gaia,Apartamento,131730,SANTA MARINHA,VILA NOVA DE GAIA,PORTO,129.0,3500
"Moradia T4+1 Lourosa, Santa Maria da Feira",Moradia,10913,LOUROSA,SANTA MARIA DA FEIRA,AVEIRO,366.0,995
Apartamento T2 para arrendamento,Apartamento,110602,ALCANTARA,LISBOA,LISBOA,111.0,3500
"Casa / Villa T4 em Lisboa de 200,00 m2",Moradia,111128,SINTRA,SINTRA,LISBOA,200.0,3500
"Apartamento T4 em Lisboa de 150,00 m2",Apartamento,110656,ARROIOS,LISBOA,LISBOA,150.0,3500
"Casa tradicional T4 em Faro de 351,00 m2",Moradia,81201,SAO BRAS DE ALPORTEL,SAO BRAS DE ALPORTEL,FARO,351.0,3500
Apartamento T3 para arrendamento,Apartamento,110656,ARROIOS,LISBOA,LISBOA,90.0,3500
T2 pronto para habitar Abril,Apartamento,141633,SANTAREM,SANTAREM,SANTAREM,95.0,830
T3 Arrendamento - Remodelação a estrear,Apartamento,110663,PENHA DE FRANCA,LISBOA,LISBOA,120.3,2000
T3 em andar de moradia,Moradia,110507,CARCAVELOS,CASCAIS,LISBOA,90.0,1200
"Arrendamento T4 Braga Lamaçães, ótima zona",Apartamento,30349,BRAGA,BRAGA,BRAGA,176.0,900
"Apartamento T4 em Lisboa de 137,00 m2",Apartamento,110508,CASCAIS,CASCAIS,LISBOA,137.0,3500
Arrendamento T0 Palmela Village,Apartamento,150802,PALMELA,PALMELA,SETUBAL,54.0,700
T3  com 2 wcs em Sassoeiros/ Nova Oeiras,Apartamento,111014,OEIRAS,OEIRAS,LISBOA,100.0,1400
Apartamento T2 Mobilado - Praia da Barra,Apartamento,11006,GAFANHA DA NAZARE,ILHAVO,AVEIRO,90.0,800
Moradia Duplex para arrendar - Cidade da Maia,Moradia,130619,CIDADE DA MAIA,MAIA,PORTO,208.0,1600
RESERVADO | Parque das Nações | T2 duplex na Torre de São...,Apartamento,110662,PARQUE DAS NACOES,LISBOA,LISBOA,121.0,3500
Arrendo moradia T2+2,Moradia,181002,ARCOZELO DAS MAIAS,OLIVEIRA DE FRADES,VISEU,90.0,380
T2 em Miramar,Apartamento,131726,GULPILHARES,VILA NOVA DE GAIA,PORTO,108.0,1650
T2 Novo para Arrendamento na Cova da Piedade - Almada,Apartamento,150312,ALMADA,ALMADA,SETUBAL,85.0,1400
Moradia T5 centro de Restelo,Moradia,110658,BELEM,LISBOA,LISBOA,210.0,3500
"Arrendamento na Av. 5 de Outubro_T4 transformado em T3, Parcialmente M",Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,115.0,2200
"REF3934 T2 Com Garagem - Travessa da Areosa / FEUP, Paranhos",Apartamento,131210,PARANHOS,PORTO,PORTO,60.0,1100
Apartamento T2 com Terraço na Estrela!,Apartamento,110660,ESTRELA,LISBOA,LISBOA,85.0,2000
Apartamento T6 para arrendamento,Apartamento,110659,CAMPO DE OURIQUE,LISBOA,LISBOA,155.0,3500
Apartamento T4 para arrendamento,Apartamento,110618,LUMIAR,LISBOA,LISBOA,190.0,3500
Apartamento T2 para arrendamento,Apartamento,110656,ARROIOS,LISBOA,LISBOA,90.0,3500
Moradia T3 - Alcabideche,Moradia,110501,ALCABIDECHE,CASCAIS,LISBOA,73.0,3500
Moradia T3 Benfica,Moradia,110608,BENFICA,LISBOA,LISBOA,140.0,3500
"Apartamento T4 Arrendamento em Arroios,Lisboa",Apartamento,110656,ARROIOS,LISBOA,LISBOA,150.0,3500
T3 Alta de Lisboa com bastante luminosidade,Apartamento,110618,LUMIAR,LISBOA,LISBOA,88.0,1900
Apartamento T1 Renovado com Varanda!,Apartamento,110659,CAMPO DE OURIQUE,LISBOA,LISBOA,75.0,1500
Apartamento T4 Recuado c/ Terraço Matosinhos Sul,Apartamento,130812,MATOSINHOS,MATOSINHOS,PORTO,231.0,3500
Moradia T3 para arrendar na Foz Velha,Apartamento,131216,ALDOAR,PORTO,PORTO,157.0,2000
Apartamento T1 mobilado e equipado.,Apartamento,110602,ALCANTARA,LISBOA,LISBOA,50.0,890
T3 Foz - Excelente apartamento em zona nobre dos Pinhais da Foz,Apartamento,131216,ALDOAR,PORTO,PORTO,142.0,2350
"Apartamento T2 novo duplex, no Casal Ribeiro, Lisboa",Apartamento,110656,ARROIOS,LISBOA,LISBOA,99.0,3500
T3 Colinas do Cruzeiro com Arrecadação e 2 Lugares de Parqueamento,Apartamento,111603,ODIVELAS,ODIVELAS,LISBOA,122.0,2000
Soberbo T5 na Boavista | Amplas Áreas | Vistas Panorâmicas,Apartamento,131217,CEDOFEITA,PORTO,PORTO,240.0,3500
T2 flat for rent in rua Bernardo Lima,Apartamento,110666,SANTO ANTONIO,LISBOA,LISBOA,114.0,3500
"Apartamento T1 novo na Vila de Prado, Braga",Apartamento,31342,VILA DE PRADO,VILA VERDE,BRAGA,55.0,900
Apartamente Bastante Luminoso a poucos passos do Metro ( Linha Verde),Apartamento,110655,AREEIRO,LISBOA,LISBOA,160.0,3490
Apartamento T3 Ramalde,Apartamento,131211,RAMALDE,PORTO,PORTO,115.0,1200
Penthouse Cascais Centro,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,135.0,3450
Excepcional Apartamento T3 Duplex em Condomínio Fechado n...,Apartamento,111012,ALGES,OEIRAS,LISBOA,185.0,3450
Apartamento T2 para arrendamento,Apartamento,110661,MISERICORDIA,LISBOA,LISBOA,95.7,3450
Apartamento T3 duplex para arrendamento no Alto de Santa Catarina,Apartamento,111012,ALGES,OEIRAS,LISBOA,167.0,3450
Furnished Apartment in Chiado w/ Parking,Apartamento,110661,MISERICORDIA,LISBOA,LISBOA,130.0,3400
"Apartamento T2, no Bayline, em Armação de Pêra, Algarve",Apartamento,81303,ARMACAO DE PERA,SILVES,FARO,105.0,3400
Moradia em Sintra,Moradia,111108,RIO DE MOURO,SINTRA,LISBOA,166.0,3300
"Apartamento transformado em T2 na Avenida 5 de Outubro, para arrendam",Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,126.0,3300
"Apartamento T5 Arrendamento em Avenidas Novas,Lisboa",Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,200.0,3300
Parede - Apartamento T2 novo a estrear com cozinha equipada e garagem,Apartamento,110507,CARCAVELOS,CASCAIS,LISBOA,108.0,3300
Arrendamento de  T3  no Parque das Nações,Apartamento,110662,PARQUE DAS NACOES,LISBOA,LISBOA,115.0,3300
Apartamento T2 em Campo - Valongo,Apartamento,131506,CAMPO,VALONGO,PORTO,75.0,1000
Moradia Malveira,Apartamento,110921,MALVEIRA,MAFRA,LISBOA,350.0,1200
"APARTAMENTO T2, JUNTO AO HOSPITAL DE S. JOÃO",Apartamento,131210,PARANHOS,PORTO,PORTO,77.75,1250
REF3933 T2 C/Mobília Condomínio Fechado Campo do Porto/ H. Santa Maria,Apartamento,131210,PARANHOS,PORTO,PORTO,110.0,1350
